,is_jagged,grid_dim,cell_match,exact_match,matching_non_zero
60c09cac,False,False,0.0,False,0.0
626c0bcc,False,True,0.04081632653061224,False,0.125
62ab2642,False,False,0.0,False,0.0
62b74c02,False,True,0.2857142857142857,False,0.2857142857142857
639f5a19,False,False,0.0,False,0.0
642248e4,False,False,0.0,False,0.0
642d658d,False,True,1.0,True,1.0
64a7c07e,False,False,0.0,False,0.0
66e6c45b,False,True,0.6875,False,0.25
66f2d22f,False,False,0.0,False,0.0
67636eac,False,False,0.0,False,0.0
67b4a34d,False,True,0.1875,False,0.1875
67c52801,False,False,0.0,False,0.0
68b67ca3,False,False,0.0,False,0.0
692cd3b6,False,False,0.0,False,0.0
695367ec,True,False,0.0,False,0.0
696d4842,True,False,0.0,False,0.0
69889d6e,False,True,0.85,False,0.16666666666666666
6a11f6da,False,True,0.32,False,0.34782608695652173
6ad5bdfd,False,True,0.69,False,0.46875
6df30ad6,False,True,0.88,False,0.0
6ea4a07e,False,True,0.0,False,0.0
6f473927,True,False,0.0,False,0.0
7039b2d7,True,False,0.0,False,0.0
705a3229,False,True,0.8579545454545454,False,0.13793103448275862
712bf12e,False,True,0.4378698224852071,False,0.1038961038961039
72207abc,False,True,0.9425287356321839,False,0.375
72a961c9,False,True,0.8080808080808081,False,0.24
73182012,False,False,0.0,False,0.0
73c3b0d8,False,True,0.71875,False,0.0
73ccf9c2,True,False,0.0,False,0.0
759f3fd3,False,False,0.0,False,0.0
762cd429,False,False,0.0,False,0.0
770cc55f,False,False,0.0,False,0.0
782b5218,False,True,0.38,False,0.21052631578947367
79369cc6,False,True,0.925,False,0.8959537572254336
7953d61e,False,False,0.0,False,0.0
79fb03f4,True,False,0.0,False,0.0
7bb29440,True,False,0.0,False,0.0
7c8af763,False,True,0.51,False,0.51
7c9b52a0,False,False,0.0,False,0.0
7d18a6fb,True,False,0.0,False,0.0
7d1f7ee8,True,False,0.0,False,0.0
7d419a02,False,False,0.0,False,0.0
7e02026e,False,False,0.0,False,0.0
7ee1c6ea,False,True,0.71,False,0.65
817e6c09,False,True,0.8476190476190476,False,0.42857142857142855
81c0276b,True,False,0.0,False,0.0
833dafe3,True,False,0.0,False,0.0
845d6e51,False,False,0.0,False,0.0
84db8fc4,False,True,0.29,False,0.29
84f2aca1,True,False,0.0,False,0.0
8597cfd7,False,True,0.0,False,0.0
85b81ff1,False,True,0.9010989010989011,False,0.9217391304347826
85fa5666,False,False,0.0,False,0.0
8719f442,False,False,0.0,False,0.0
88207623,True,False,0.0,False,0.0
891232d6,True,False,0.0,False,0.0
896d5239,False,False,0.0,False,0.0
8a371977,True,False,0.0,False,0.0
8b28cd80,False,False,0.0,False,0.0
8ba14f53,False,False,0.0,False,0.0
8cb8642d,True,False,0.0,False,0.0
8dae5dfc,False,False,0.0,False,0.0
8e2edd66,False,False,0.0,False,0.0
8ee62060,False,False,0.0,False,0.0
8fbca751,False,True,0.7395833333333334,False,0.4791666666666667
90347967,False,True,0.8148148148148148,False,0.0
903d1b4a,False,True,0.25,False,0.25
9110e3c5,False,False,0.0,False,0.0
917bccba,False,True,0.9444444444444444,False,0.7777777777777778
929ab4e9,False,False,0.0,False,0.0
92e50de0,True,False,0.0,False,0.0
9356391f,False,False,0.0,False,0.0
93b4f4b3,True,False,0.0,False,0.0
93c31fbe,True,False,0.0,False,0.0
94133066,True,False,0.0,False,0.0
94414823,False,True,0.84,False,0.5789473684210527
94be5b80,True,False,0.0,False,0.0
95a58926,True,False,0.0,False,0.0
963f59bc,False,True,0.9464285714285714,False,0.42857142857142855
96a8c0cd,True,False,0.0,False,0.0
97239e3d,False,False,0.0,False,0.0
9772c176,True,False,0.0,False,0.0
981571dc,False,False,0.0,False,0.0
992798f6,False,False,0.0,False,0.0
99306f82,True,False,0.0,False,0.0
9a4bb226,False,False,0.0,False,0.0
9b2a60aa,True,False,0.0,False,0.0
9b365c51,False,False,0.0,False,0.0
9b4c17c4,False,True,0.7272727272727273,False,0.7272727272727273
9bebae7a,False,False,0.0,False,0.0
9c1e755f,False,False,0.0,False,0.0
9c56f360,False,True,0.8271604938271605,False,0.8292682926829268
9caba7c3,False,False,0.0,False,0.0
9ddd00f0,False,False,0.0,False,0.0
9def23fe,True,False,0.0,False,0.0
9f27f097,False,True,0.1388888888888889,False,0.1388888888888889
a04b2602,True,False,0.0,False,0.0
a096bf4d,False,False,0.0,False,0.0
a3f84088,True,False,0.0,False,0.0
a406ac07,False,True,0.9,False,0.75
a57f2f04,False,False,0.0,False,0.0
a59b95c0,False,False,0.0,False,0.0
a680ac02,True,False,0.0,False,0.0
a8610ef7,False,True,0.0,False,0.0
a934301b,False,False,0.0,False,0.0
aa18de87,False,True,0.4722222222222222,False,0.22727272727272727
aa300dc3,False,True,0.75,False,0.676923076923077
aa4ec2a5,True,False,0.0,False,0.0
aab50785,False,False,0.0,False,0.0
ac0c5833,True,False,0.0,False,0.0
ac2e8ecf,True,False,0.0,False,0.0
ac3e2b04,False,False,0.0,False,0.0
ac605cbb,False,True,0.8016528925619835,False,0.043478260869565216
ad7e01d0,False,False,0.0,False,0.0
ae58858e,False,True,0.7708333333333334,False,0.4375
aee291af,False,True,0.76,False,0.76
af22c60d,True,False,0.0,False,0.0
af24b4cc,True,False,0.0,False,0.0
b0722778,False,False,0.0,False,0.0
b0f4d537,False,False,0.0,False,0.0
b15fca0b,False,True,0.42,False,0.0
b1fc8b8e,False,False,0.0,False,0.0
b20f7c8b,True,False,0.0,False,0.0
b457fec5,False,False,0.0,False,0.0
b4a43f3b,False,False,0.0,False,0.0
b7999b51,False,False,0.0,False,0.0
b7cb93ac,True,False,0.0,False,0.0
b7f8a4d8,False,False,0.0,False,0.0
b7fb29bc,False,False,0.0,False,0.0
b942fd60,False,True,0.4166666666666667,False,0.4098360655737705
b9630600,True,False,0.0,False,0.0
ba9d41b8,False,False,0.0,False,0.0
baf41dbf,False,False,0.0,False,0.0
bb52a14b,True,False,0.0,False,0.0
bbb1b8b6,False,True,0.75,False,0.75
bc4146bd,False,False,0.0,False,0.0
bcb3040b,False,False,0.0,False,0.0
bd14c3bf,True,False,0.0,False,0.0
be03b35f,False,False,0.0,False,0.0
bf32578f,False,True,0.75,False,0.0
bf699163,False,False,0.0,False,0.0
bf89d739,True,False,0.0,False,0.0
c074846d,False,True,0.9259259259259259,False,0.14285714285714285
c1990cce,True,False,0.0,False,0.0
c3202e5a,False,True,0.64,False,0.0
c35c1b4c,False,True,0.85,False,0.8461538461538461
c48954c1,False,False,0.0,False,0.0
c62e2108,True,False,0.0,False,0.0
c64f1187,False,False,0.0,False,0.0
c658a4bd,False,False,0.0,False,0.0
c663677b,True,False,0.0,False,0.0
c6e1b8da,True,False,0.0,False,0.0
c7d4e6ad,False,True,0.8,False,0.25925925925925924
c87289bb,False,True,0.78,False,0.4406779661016949
c8b7cc0f,False,False,0.0,False,0.0
c92b942c,False,False,0.0,False,0.0
c97c0139,False,False,0.0,False,0.0
ca8de6ea,False,False,0.0,False,0.0
ca8f78db,True,False,0.0,False,0.0
cad67732,False,False,0.0,False,0.0
cb227835,False,False,0.0,False,0.0
ccd554ac,False,False,0.0,False,0.0
cd3c21df,False,False,0.0,False,0.0
ce039d91,False,True,0.63,False,0.037037037037037035
ce8d95cc,False,False,0.0,False,0.0
cf133acc,False,False,0.0,False,0.0
cfb2ce5a,False,True,0.43,False,0.20689655172413793
d017b73f,False,False,0.0,False,0.0
d19f7514,False,False,0.0,False,0.0
d282b262,False,True,0.5955555555555555,False,0.03636363636363636
d2acf2cb,True,False,0.0,False,0.0
d304284e,True,False,0.0,False,0.0
d37a1ef5,False,False,0.0,False,0.0
d47aa2ff,True,False,0.0,False,0.0
d492a647,True,False,0.0,False,0.0
d4b1c2b1,False,False,0.0,False,0.0
d4c90558,False,True,0.375,False,0.0
d56f2372,False,False,0.0,False,0.0
d5c634a2,False,True,0.8888888888888888,False,0.7142857142857143
d931c21c,False,False,0.0,False,0.0
d94c3b52,False,False,0.0,False,0.0
da2b0fe3,False,True,0.61,False,0.0
da515329,True,False,0.0,False,0.0
dc2aa30b,False,True,0.6528925619834711,False,0.48148148148148145
dc2e9a9d,True,False,0.0,False,0.0
dd2401ed,False,True,0.7523809523809524,False,0.04
de493100,False,False,0.0,False,0.0
df8cc377,True,False,0.0,False,0.0
e0fb7511,False,True,0.7988165680473372,False,0.7866666666666666
e133d23d,False,True,0.4444444444444444,False,0.5714285714285714
e1baa8a4,False,False,0.0,False,0.0
e1d2900e,True,False,0.0,False,0.0
e2092e0c,False,True,0.9333333333333333,False,0.8514851485148515
e21a174a,False,False,0.0,False,0.0
e345f17b,False,True,0.6875,False,0.5
e4075551,False,False,0.0,False,0.0
e41c6fd3,False,False,0.0,False,0.0
e57337a4,False,False,0.0,False,0.0
e5790162,False,True,0.7,False,0.08333333333333333
e5c44e8f,False,False,0.0,False,0.0
e619ca6e,False,False,0.0,False,0.0
e633a9e5,False,True,0.32,False,0.32
e66aafb8,False,False,0.0,False,0.0
e681b708,True,False,0.0,False,0.0
e69241bd,False,True,0.7283950617283951,False,0.6181818181818182
e6de6e8f,False,False,0.0,False,0.0
e74e1818,False,True,0.7955555555555556,False,0.6290322580645161
e760a62e,True,False,0.0,False,0.0
e7639916,False,False,0.0,False,0.0
e78887d1,True,False,0.0,False,0.0
e7a25a18,False,False,0.0,False,0.0
e7b06bea,False,False,0.0,False,0.0
e7dd8335,False,True,0.898989898989899,False,0.5
e872b94a,False,False,0.0,False,0.0
e88171ec,True,False,0.0,False,0.0
e95e3d8e,True,False,0.0,False,0.0
e99362f0,False,False,0.0,False,0.0
e9ac8c9e,False,True,0.6711111111111111,False,0.0
e9b4f6fc,False,False,0.0,False,0.0
e9bb6954,False,False,0.0,False,0.0
e9c9d9a1,True,False,0.0,False,0.0
ea959feb,False,False,0.0,False,0.0
ea9794b1,False,False,0.0,False,0.0
ecaa0ec1,False,True,0.9256198347107438,False,0.5
ed74f2f2,False,True,0.1111111111111111,False,0.0
ed98d772,False,True,0.5277777777777778,False,0.55
ef26cbf6,False,False,0.0,False,0.0
f0afb749,True,False,0.0,False,0.0
f0df5ff0,False,True,0.18666666666666668,False,0.0392156862745098
f21745ec,True,False,0.0,False,0.0
f3b10344,False,False,0.0,False,0.0
f3cdc58f,False,True,0.06,False,0.24
f3e62deb,False,False,0.0,False,0.0
f4081712,False,False,0.0,False,0.0
f45f5ca7,False,True,0.84,False,0.0
f5aa3634,False,False,0.0,False,0.0
f5c89df1,False,True,0.8402366863905325,False,0.0
f823c43c,False,True,0.76171875,False,0.76171875
f83cb3f6,False,True,0.8666666666666667,False,0.5384615384615384
f8be4b64,True,False,0.0,False,0.0
f9a67cb5,False,True,0.7238095238095238,False,0.4528301886792453
f9d67f8b,True,False,0.0,False,0.0
fafd9572,False,False,0.0,False,0.0
fb791726,False,False,0.0,False,0.0
fc754716,False,False,0.0,False,0.0
fd096ab6,True,False,0.0,False,0.0
fd4b2b02,True,False,0.0,False,0.0
fe9372f3,True,False,0.0,False,0.0
fea12743,False,True,0.6988636363636364,False,0.3111111111111111
